Number,Description,Short description,Close notes,Full description,group_id,root_cause
INC1689326,"amway websiteDear IT Team, At the time of resetting login id Multiple OTP Received on ADSP register mobile no .. ADSP wants to reason to know the exact reason for this Multiple OTP received","Dear IT Team, At the time of resetting login id Multiple OTP Received on ADSP register mobile no .. ADSP wants to reason to know the exact r","Please ask user to try with the otp they are receiving second time and Zira has been raised for the same.
","amway websiteDear IT Team, At the time of resetting login id Multiple OTP Received on ADSP register mobile no .. ADSP wants to reason to know the exact reason for this Multiple OTP received-Dear IT Team, At the time of resetting login id Multiple OTP Received on ADSP register mobile no .. ADSP wants to reason to know the exact r",471,Product & Service Specific Defects
INC1682350,noteada   - parent  renewal order - paid  with a point  -child canceland making order   again with new pl   Please check why boss is not  update renewal date ada paid on point with,"Please check ada  , why boss is not  update renewal date","Hello @Jirapart Jankaew,

User renewal is completed now and expiry date also update on BOSS.
Please refer attached screenshot.

RCA - User placed group order 208561268 which was part paid and child order 208340694 was cancelled.
However child order entry was not removed from the group order upon cancellation due to which order and dms process of the renewal order was not completed.

Let us now incase of any further concern as confirmed by @[Sopawadee Sinchai] last time for the similar case closing this incident
PFA

Thanks","noteada   - parent  renewal order - paid  with a point  -child canceland making order   again with new pl   Please check why boss is not  update renewal date ada paid on point with-Please check ada  , why boss is not  update renewal date",472,Order Management Issues
INC1661472,item 100186TH    Serial 000006973D4BA           item 100186TH    Serial 0000079836DD4     Let me know once done.,Please remove serial for item / order below,"Hi @Nupporn Suvansombut,

We have removed the serial numbers for the mentioned order. 

Closing on confirmation from caller",item 100186TH    Serial 000006973D4BA           item 100186TH    Serial 0000079836DD4     Let me know once done.-Please remove serial for item / order below,473,Order Management Issues
INC1706407,"ISSUE : We are unable to login with ASM even after uplifting the ordering block.Please assist to activate the upline group renewal consent for ABO's.DETAILS : ABO #  HOE CHEAN YEE   ABO #  YANG WAN LOO     ABO #  Khoo Yah Ling     ABO #   CANDACE YAP QIANYI   ABO #  KOH POH LIN LILIAN@KHOO POH LIN LILIAN  ACTION REQUIRED : Please assist urgently as ABO  month period ends today and she wants to provide group renewal consent to the upline.Thanks & Regards, Laalitha",Unable to login to ASM upon uplifting ordering block.,"[8:36 PM] Laalithambikgai Puspalinggam
Hi Vishal
[8:36 PM] Laalithambikgai Puspalinggam
you may closed the ticket. 
[8:36 PM] Vishal Singh
both ?
[8:36 PM] Laalithambikgai Puspalinggam
INC1706407 &  INC1706394
Incident 'INC1706407' closed based on closure of task 'INC1706394'

[8:36 PM] Laalithambikgai Puspalinggam
Hi Vishal
[8:36 PM] Laalithambikgai Puspalinggam
you may closed the ticket. 
[8:36 PM] Vishal Singh
both ?
[8:36 PM] Laalithambikgai Puspalinggam
INC1706407 &  INC1706394","ISSUE : We are unable to login with ASM even after uplifting the ordering block.Please assist to activate the upline group renewal consent for ABO's.DETAILS : ABO #  HOE CHEAN YEE   ABO #  YANG WAN LOO     ABO #  Khoo Yah Ling     ABO #   CANDACE YAP QIANYI   ABO #  KOH POH LIN LILIAN@KHOO POH LIN LILIAN  ACTION REQUIRED : Please assist urgently as ABO  month period ends today and she wants to provide group renewal consent to the upline.Thanks & Regards, Laalitha-Unable to login to ASM upon uplifting ordering block.",474,User Authentication & Authorization Issues
INC1706394,Please assist urgently as  LOW KAR MUN  month period ends today and she wants to provide group renewal consent to the upline.We are unable to login with ASM even after uplifting the ordering block.Please assist to activate the upline group renewal consent for  LOW KAR MUN.,Unable to login to ASM upon uplifting ordering block.,"[8:36 PM] Laalithambikgai Puspalinggam
Hi Vishal
[8:36 PM] Laalithambikgai Puspalinggam
you may closed the ticket. 
[8:36 PM] Vishal Singh
both ?
[8:36 PM] Laalithambikgai Puspalinggam
INC1706407 &  INC1706394",Please assist urgently as  LOW KAR MUN  month period ends today and she wants to provide group renewal consent to the upline.We are unable to login with ASM even after uplifting the ordering block.Please assist to activate the upline group renewal consent for  LOW KAR MUN.-Unable to login to ASM upon uplifting ordering block.,474,User Authentication & Authorization Issues
INC1681866,Stepper to increase quality of bundles in POS not working.,POS stepper quantity not working,"Please continue to track this PRB for fundamental fixes. Before that, please advise users to place orders in SF. We will close this incident and mark it as unresolved, waiting for the code to be fixed.",Stepper to increase quality of bundles in POS not working.-POS stepper quantity not working,475,Miscellaneous/Uncategorized
INC1645425,HybrisNeed to check in Hybris Holiday which is built by,Need to check in Hybris Holiday which is built by GOL Team (Rajesh Sehgal) Please connect on team to Rajesh Sehgal,"This is known issue and we have already raised a jira for this.
https://amwaycloud.atlassian.net/browse/IAD-4488
Please track the same over jira.",HybrisNeed to check in Hybris Holiday which is built by-Need to check in Hybris Holiday which is built by GOL Team (Rajesh Sehgal) Please connect on team to Rajesh Sehgal,476,Network Connectivity & Performance Issues
INC1675676,URGENT CLEAR RESERVED AND WASTAGE FOR SKU 109745M & 110606M & 120519A & CT0360 &  & 103208M WAREHOUSE T24,CLEAR RESERVED AND WASTAGE FOR SKU 109745M & 110606M & 120519A & CT0360 &  & 103208M WAREHOUSE T24,"Checking a few sku's attached and can confirm that these are genuine wastages in the system, once EBS consumes them, they will be removed, we cannot clear them at our end as these will create stock mismatch.

Caller confirmed to close the incident
",URGENT CLEAR RESERVED AND WASTAGE FOR SKU 109745M & 110606M & 120519A & CT0360 &  & 103208M WAREHOUSE T24-CLEAR RESERVED AND WASTAGE FOR SKU 109745M & 110606M & 120519A & CT0360 &  & 103208M WAREHOUSE T24,477,Data Integrity & Synchronization Errors
INC1675686,URGENT CLEAR WASTAGE AND RESERVED STOCK FOR SKU 317420MY & CXV5883 & 126741D FOR WAREHOUSE T24,CLEAR WASTAGE AND RESERVED STOCK FOR SKU 317420MY & CXV5883 & 126741D FOR WAREHOUSE T24,"317420MY
On 15 Nov 2023, Hybris has shipped 9 quantities, but EBS hasn't consumed all 9 on same day.
So, there is wastage of 3 quantity.
Once EBS consumes the shipped quantities, these wastages will get clear.


CXV5883
On 15 Nov 2023, Hybris had 5 reserves & 4 were shipped among them, but EBS hasn't consumed all 4 on same day.
So, there is 1 reserve at Hybris and wastage of 2 quantity.
Once EBS consumes the shipped quantities, these wastages will get clear.
We cannot clear the valid reserves.


126741D
On 15 Nov 2023, Hybris has shipped 2 quantities, but EBS hasn't consumed all 2 on same day.
So, there is wastage of 1 quantity.
Once EBS consumes the shipped quantities, these wastages will get clear.

Closing as per confirmation.",URGENT CLEAR WASTAGE AND RESERVED STOCK FOR SKU 317420MY & CXV5883 & 126741D FOR WAREHOUSE T24-CLEAR WASTAGE AND RESERVED STOCK FOR SKU 317420MY & CXV5883 & 126741D FOR WAREHOUSE T24,477,Miscellaneous/Uncategorized
INC1664156,Thanks to iSupport-VN to fix the error,Access granted in iSupport-VN but face an error,"Required access has been granted.

We would request you to please raise a SERVICETASK/REQUEST to gain access in future.
You can go to below link for raising the SERVICETASK/REQUEST:

https://amway.service-now.com/sp?id=sc_cat_item_guide&sys_id=bf91f23c1b90e8102bf064e9bc4bcb74",Thanks to iSupport-VN to fix the error-Access granted in iSupport-VN but face an error,478,Core Application Functionality Issues
